item_id;item_name;Categoria (preencha: Arma/Armadura/etc);LEATHER;CLOTH;METALBAR;PLANKS;Livro;Porcentagem Diario
T7_SHOES_PLATE_SET2@4;Grandmaster's Knight Boots .4;Armadura;;;8;;Blacksmith's;2,91
T8_SHOES_PLATE_SET2;Elder's Knight Boots;Armadura;;;8;;Blacksmith's;0,19
T8_SHOES_PLATE_SET2@1;Elder's Knight Boots .1;Armadura;;;8;;Blacksmith's;0,38
T8_SHOES_PLATE_SET2@2;Elder's Knight Boots .2;Armadura;;;8;;Blacksmith's;0,76
T8_SHOES_PLATE_SET2@3;Elder's Knight Boots .3;Armadura;;;8;;Blacksmith's;1,52
T8_SHOES_PLATE_SET2@4;Elder's Knight Boots .4;Armadura;;;8;;Blacksmith's;3,04
T4_SHOES_PLATE_SET3;Adept's Guardian Boots;Armadura;;;8;;Blacksmith's;0,05
T4_SHOES_PLATE_SET3@1;Adept's Guardian Boots .1;Armadura;;;8;;Blacksmith's;0,1
T4_SHOES_PLATE_SET3@2;Adept's Guardian Boots .2;Armadura;;;8;;Blacksmith's;0,2
T4_SHOES_PLATE_SET3@3;Adept's Guardian Boots .3;Armadura;;;8;;Blacksmith's;0,4
T4_SHOES_PLATE_SET3@4;Adept's Guardian Boots .4;Armadura;;;8;;Blacksmith's;0,8
T5_SHOES_PLATE_SET3;Expert's Guardian Boots;Armadura;;;8;;Blacksmith's;0,1
T5_SHOES_PLATE_SET3@1;Expert's Guardian Boots .1;Armadura;;;8;;Blacksmith's;0,2
T5_SHOES_PLATE_SET3@2;Expert's Guardian Boots .2;Armadura;;;8;;Blacksmith's;0,4
T5_SHOES_PLATE_SET3@3;Expert's Guardian Boots .3;Armadura;;;8;;Blacksmith's;0,8
T5_SHOES_PLATE_SET3@4;Expert's Guardian Boots .4;Armadura;;;8;;Blacksmith's;1,6
T6_SHOES_PLATE_SET3;Master's Guardian Boots;Armadura;;;8;;Blacksmith's;0,15
T6_SHOES_PLATE_SET3@1;Master's Guardian Boots .1;Armadura;;;8;;Blacksmith's;0,3
T6_SHOES_PLATE_SET3@2;Master's Guardian Boots .2;Armadura;;;8;;Blacksmith's;0,6
T6_SHOES_PLATE_SET3@3;Master's Guardian Boots .3;Armadura;;;8;;Blacksmith's;1,2
T6_SHOES_PLATE_SET3@4;Master's Guardian Boots .4;Armadura;;;8;;Blacksmith's;2,4
T7_SHOES_PLATE_SET3;Grandmaster's Guardian Boots;Armadura;;;8;;Blacksmith's;0,18
T7_SHOES_PLATE_SET3@1;Grandmaster's Guardian Boots .1;Armadura;;;8;;Blacksmith's;0,36
T7_SHOES_PLATE_SET3@2;Grandmaster's Guardian Boots .2;Armadura;;;8;;Blacksmith's;0,725
T7_SHOES_PLATE_SET3@3;Grandmaster's Guardian Boots .3;Armadura;;;8;;Blacksmith's;1,45
T7_SHOES_PLATE_SET3@4;Grandmaster's Guardian Boots .4;Armadura;;;8;;Blacksmith's;2,91
T8_SHOES_PLATE_SET3;Elder's Guardian Boots;Armadura;;;8;;Blacksmith's;0,19
T8_SHOES_PLATE_SET3@1;Elder's Guardian Boots .1;Armadura;;;8;;Blacksmith's;0,38
T8_SHOES_PLATE_SET3@2;Elder's Guardian Boots .2;Armadura;;;8;;Blacksmith's;0,76
T8_SHOES_PLATE_SET3@3;Elder's Guardian Boots .3;Armadura;;;8;;Blacksmith's;1,52
T8_SHOES_PLATE_SET3@4;Elder's Guardian Boots .4;Armadura;;;8;;Blacksmith's;3,04
T4_HEAD_LEATHER_SET1;Adept's Mercenary Hood;Armadura;8;;;;Fletcher's;0,05
T4_HEAD_LEATHER_SET1@1;Adept's Mercenary Hood .1;Armadura;8;;;;Fletcher's;0,1
T4_HEAD_LEATHER_SET1@2;Adept's Mercenary Hood .2;Armadura;8;;;;Fletcher's;0,2
T4_HEAD_LEATHER_SET1@3;Adept's Mercenary Hood .3;Armadura;8;;;;Fletcher's;0,4
T4_HEAD_LEATHER_SET1@4;Adept's Mercenary Hood .4;Armadura;8;;;;Fletcher's;0,8
T5_HEAD_LEATHER_SET1;Expert's Mercenary Hood;Armadura;8;;;;Fletcher's;0,1
T5_HEAD_LEATHER_SET1@1;Expert's Mercenary Hood .1;Armadura;8;;;;Fletcher's;0,2
T5_HEAD_LEATHER_SET1@2;Expert's Mercenary Hood .2;Armadura;8;;;;Fletcher's;0,4
T5_HEAD_LEATHER_SET1@3;Expert's Mercenary Hood .3;Armadura;8;;;;Fletcher's;0,8
T5_HEAD_LEATHER_SET1@4;Expert's Mercenary Hood .4;Armadura;8;;;;Fletcher's;1,6
T6_HEAD_LEATHER_SET1;Master's Mercenary Hood;Armadura;8;;;;Fletcher's;0,15
T6_HEAD_LEATHER_SET1@1;Master's Mercenary Hood .1;Armadura;8;;;;Fletcher's;0,3
T6_HEAD_LEATHER_SET1@2;Master's Mercenary Hood .2;Armadura;8;;;;Fletcher's;0,6
T6_HEAD_LEATHER_SET1@3;Master's Mercenary Hood .3;Armadura;8;;;;Fletcher's;1,2
T6_HEAD_LEATHER_SET1@4;Master's Mercenary Hood .4;Armadura;8;;;;Fletcher's;2,4
T7_HEAD_LEATHER_SET1;Grandmaster's Mercenary Hood;Armadura;8;;;;Fletcher's;0,18
T7_HEAD_LEATHER_SET1@1;Grandmaster's Mercenary Hood .1;Armadura;8;;;;Fletcher's;0,36
T7_HEAD_LEATHER_SET1@2;Grandmaster's Mercenary Hood .2;Armadura;8;;;;Fletcher's;0,725
T7_HEAD_LEATHER_SET1@3;Grandmaster's Mercenary Hood .3;Armadura;8;;;;Fletcher's;1,45
T7_HEAD_LEATHER_SET1@4;Grandmaster's Mercenary Hood .4;Armadura;8;;;;Fletcher's;2,91
T8_HEAD_LEATHER_SET1;Elder's Mercenary Hood;Armadura;8;;;;Fletcher's;0,19
T8_HEAD_LEATHER_SET1@1;Elder's Mercenary Hood .1;Armadura;8;;;;Fletcher's;0,38
T8_HEAD_LEATHER_SET1@2;Elder's Mercenary Hood .2;Armadura;8;;;;Fletcher's;0,76
T8_HEAD_LEATHER_SET1@3;Elder's Mercenary Hood .3;Armadura;8;;;;Fletcher's;1,52
T8_HEAD_LEATHER_SET1@4;Elder's Mercenary Hood .4;Armadura;8;;;;Fletcher's;3,04
T4_HEAD_LEATHER_SET2;Adept's Hunter Hood;Armadura;8;;;;Fletcher's;0,05
T4_HEAD_LEATHER_SET2@1;Adept's Hunter Hood .1;Armadura;8;;;;Fletcher's;0,1
T4_HEAD_LEATHER_SET2@2;Adept's Hunter Hood .2;Armadura;8;;;;Fletcher's;0,2
T4_HEAD_LEATHER_SET2@3;Adept's Hunter Hood .3;Armadura;8;;;;Fletcher's;0,4
T4_HEAD_LEATHER_SET2@4;Adept's Hunter Hood .4;Armadura;8;;;;Fletcher's;0,8
T5_HEAD_LEATHER_SET2;Expert's Hunter Hood;Armadura;8;;;;Fletcher's;0,1
T5_HEAD_LEATHER_SET2@1;Expert's Hunter Hood .1;Armadura;8;;;;Fletcher's;0,2
T5_HEAD_LEATHER_SET2@2;Expert's Hunter Hood .2;Armadura;8;;;;Fletcher's;0,4
T5_HEAD_LEATHER_SET2@3;Expert's Hunter Hood .3;Armadura;8;;;;Fletcher's;0,8
T5_HEAD_LEATHER_SET2@4;Expert's Hunter Hood .4;Armadura;8;;;;Fletcher's;1,6
T6_HEAD_LEATHER_SET2;Master's Hunter Hood;Armadura;8;;;;Fletcher's;0,15
T6_HEAD_LEATHER_SET2@1;Master's Hunter Hood .1;Armadura;8;;;;Fletcher's;0,3
T6_HEAD_LEATHER_SET2@2;Master's Hunter Hood .2;Armadura;8;;;;Fletcher's;0,6
T6_HEAD_LEATHER_SET2@3;Master's Hunter Hood .3;Armadura;8;;;;Fletcher's;1,2
T6_HEAD_LEATHER_SET2@4;Master's Hunter Hood .4;Armadura;8;;;;Fletcher's;2,4
T7_HEAD_LEATHER_SET2;Grandmaster's Hunter Hood;Armadura;8;;;;Fletcher's;0,18
T7_HEAD_LEATHER_SET2@1;Grandmaster's Hunter Hood .1;Armadura;8;;;;Fletcher's;0,36
T7_HEAD_LEATHER_SET2@2;Grandmaster's Hunter Hood .2;Armadura;8;;;;Fletcher's;0,725
T7_HEAD_LEATHER_SET2@3;Grandmaster's Hunter Hood .3;Armadura;8;;;;Fletcher's;1,45
T7_HEAD_LEATHER_SET2@4;Grandmaster's Hunter Hood .4;Armadura;8;;;;Fletcher's;2,91
T8_HEAD_LEATHER_SET2;Elder's Hunter Hood;Armadura;8;;;;Fletcher's;0,19
T8_HEAD_LEATHER_SET2@1;Elder's Hunter Hood .1;Armadura;8;;;;Fletcher's;0,38
T8_HEAD_LEATHER_SET2@2;Elder's Hunter Hood .2;Armadura;8;;;;Fletcher's;0,76
T8_HEAD_LEATHER_SET2@3;Elder's Hunter Hood .3;Armadura;8;;;;Fletcher's;1,52
T8_HEAD_LEATHER_SET2@4;Elder's Hunter Hood .4;Armadura;8;;;;Fletcher's;3,04
T4_HEAD_LEATHER_SET3;Adept's Assassin Hood;Armadura;8;;;;Fletcher's;0,05
T4_HEAD_LEATHER_SET3@1;Adept's Assassin Hood .1;Armadura;8;;;;Fletcher's;0,1
T4_HEAD_LEATHER_SET3@2;Adept's Assassin Hood .2;Armadura;8;;;;Fletcher's;0,2
T4_HEAD_LEATHER_SET3@3;Adept's Assassin Hood .3;Armadura;8;;;;Fletcher's;0,4
T4_HEAD_LEATHER_SET3@4;Adept's Assassin Hood .4;Armadura;8;;;;Fletcher's;0,8
T5_HEAD_LEATHER_SET3;Expert's Assassin Hood;Armadura;8;;;;Fletcher's;0,1
T5_HEAD_LEATHER_SET3@1;Expert's Assassin Hood .1;Armadura;8;;;;Fletcher's;0,2
T5_HEAD_LEATHER_SET3@2;Expert's Assassin Hood .2;Armadura;8;;;;Fletcher's;0,4
T5_HEAD_LEATHER_SET3@3;Expert's Assassin Hood .3;Armadura;8;;;;Fletcher's;0,8
T5_HEAD_LEATHER_SET3@4;Expert's Assassin Hood .4;Armadura;8;;;;Fletcher's;1,6
T6_HEAD_LEATHER_SET3;Master's Assassin Hood;Armadura;8;;;;Fletcher's;0,15
T6_HEAD_LEATHER_SET3@1;Master's Assassin Hood .1;Armadura;8;;;;Fletcher's;0,3
T6_HEAD_LEATHER_SET3@2;Master's Assassin Hood .2;Armadura;8;;;;Fletcher's;0,6
T6_HEAD_LEATHER_SET3@3;Master's Assassin Hood .3;Armadura;8;;;;Fletcher's;1,2
T6_HEAD_LEATHER_SET3@4;Master's Assassin Hood .4;Armadura;8;;;;Fletcher's;2,4
T7_HEAD_LEATHER_SET3;Grandmaster's Assassin Hood;Armadura;8;;;;Fletcher's;0,18
T7_HEAD_LEATHER_SET3@1;Grandmaster's Assassin Hood .1;Armadura;8;;;;Fletcher's;0,36
T7_HEAD_LEATHER_SET3@2;Grandmaster's Assassin Hood .2;Armadura;8;;;;Fletcher's;0,725
T7_HEAD_LEATHER_SET3@3;Grandmaster's Assassin Hood .3;Armadura;8;;;;Fletcher's;1,45
T7_HEAD_LEATHER_SET3@4;Grandmaster's Assassin Hood .4;Armadura;8;;;;Fletcher's;2,91
T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;Armadura;8;;;;Fletcher's;0,19
T8_HEAD_LEATHER_SET3@1;Elder's Assassin Hood .1;Armadura;8;;;;Fletcher's;0,38
T8_HEAD_LEATHER_SET3@2;Elder's Assassin Hood .2;Armadura;8;;;;Fletcher's;0,76
T8_HEAD_LEATHER_SET3@3;Elder's Assassin Hood .3;Armadura;8;;;;Fletcher's;1,52
T8_HEAD_LEATHER_SET3@4;Elder's Assassin Hood .4;Armadura;8;;;;Fletcher's;3,04
T4_ARMOR_LEATHER_SET1;Adept's Mercenary Jacket;Armadura;16;;;;Fletcher's;0,1
T4_ARMOR_LEATHER_SET1@1;Adept's Mercenary Jacket .1;Armadura;16;;;;Fletcher's;0,2
T4_ARMOR_LEATHER_SET1@2;Adept's Mercenary Jacket .2;Armadura;16;;;;Fletcher's;0,4
T4_ARMOR_LEATHER_SET1@3;Adept's Mercenary Jacket .3;Armadura;16;;;;Fletcher's;0,8
T4_ARMOR_LEATHER_SET1@4;Adept's Mercenary Jacket .4;Armadura;16;;;;Fletcher's;1,6
T5_ARMOR_LEATHER_SET1;Expert's Mercenary Jacket;Armadura;16;;;;Fletcher's;0,2
T5_ARMOR_LEATHER_SET1@1;Expert's Mercenary Jacket .1;Armadura;16;;;;Fletcher's;0,4
T5_ARMOR_LEATHER_SET1@2;Expert's Mercenary Jacket .2;Armadura;16;;;;Fletcher's;0,8
T5_ARMOR_LEATHER_SET1@3;Expert's Mercenary Jacket .3;Armadura;16;;;;Fletcher's;1,6
T5_ARMOR_LEATHER_SET1@4;Expert's Mercenary Jacket .4;Armadura;16;;;;Fletcher's;3,2
T6_ARMOR_LEATHER_SET1;Master's Mercenary Jacket;Armadura;16;;;;Fletcher's;0,3
T6_ARMOR_LEATHER_SET1@1;Master's Mercenary Jacket .1;Armadura;16;;;;Fletcher's;0,6
T6_ARMOR_LEATHER_SET1@2;Master's Mercenary Jacket .2;Armadura;16;;;;Fletcher's;1,2
T6_ARMOR_LEATHER_SET1@3;Master's Mercenary Jacket .3;Armadura;16;;;;Fletcher's;2,4
T6_ARMOR_LEATHER_SET1@4;Master's Mercenary Jacket .4;Armadura;16;;;;Fletcher's;4,8
T7_ARMOR_LEATHER_SET1;Grandmaster's Mercenary Jacket;Armadura;16;;;;Fletcher's;0,36
T7_ARMOR_LEATHER_SET1@1;Grandmaster's Mercenary Jacket .1;Armadura;16;;;;Fletcher's;0,72
T7_ARMOR_LEATHER_SET1@2;Grandmaster's Mercenary Jacket .2;Armadura;16;;;;Fletcher's;1,45
T7_ARMOR_LEATHER_SET1@3;Grandmaster's Mercenary Jacket .3;Armadura;16;;;;Fletcher's;2,9
T7_ARMOR_LEATHER_SET1@4;Grandmaster's Mercenary Jacket .4;Armadura;16;;;;Fletcher's;5,82
T8_ARMOR_LEATHER_SET1;Elder's Mercenary Jacket;Armadura;16;;;;Fletcher's;0,38
T8_ARMOR_LEATHER_SET1@1;Elder's Mercenary Jacket .1;Armadura;16;;;;Fletcher's;0,76
T8_ARMOR_LEATHER_SET1@2;Elder's Mercenary Jacket .2;Armadura;16;;;;Fletcher's;1,52
T8_ARMOR_LEATHER_SET1@3;Elder's Mercenary Jacket .3;Armadura;16;;;;Fletcher's;3,04
T8_ARMOR_LEATHER_SET1@4;Elder's Mercenary Jacket .4;Armadura;16;;;;Fletcher's;6,08
T4_ARMOR_LEATHER_SET2;Adept's Hunter Jacket;Armadura;16;;;;Fletcher's;0,1
T4_ARMOR_LEATHER_SET2@1;Adept's Hunter Jacket .1;Armadura;16;;;;Fletcher's;0,2
T4_ARMOR_LEATHER_SET2@2;Adept's Hunter Jacket .2;Armadura;16;;;;Fletcher's;0,4
T4_ARMOR_LEATHER_SET2@3;Adept's Hunter Jacket .3;Armadura;16;;;;Fletcher's;0,8
T4_ARMOR_LEATHER_SET2@4;Adept's Hunter Jacket .4;Armadura;16;;;;Fletcher's;1,6
T5_ARMOR_LEATHER_SET2;Expert's Hunter Jacket;Armadura;16;;;;Fletcher's;0,2
T5_ARMOR_LEATHER_SET2@1;Expert's Hunter Jacket .1;Armadura;16;;;;Fletcher's;0,4
T5_ARMOR_LEATHER_SET2@2;Expert's Hunter Jacket .2;Armadura;16;;;;Fletcher's;0,8
T5_ARMOR_LEATHER_SET2@3;Expert's Hunter Jacket .3;Armadura;16;;;;Fletcher's;1,6
T5_ARMOR_LEATHER_SET2@4;Expert's Hunter Jacket .4;Armadura;16;;;;Fletcher's;3,2
T6_ARMOR_LEATHER_SET2;Master's Hunter Jacket;Armadura;16;;;;Fletcher's;0,3
T6_ARMOR_LEATHER_SET2@1;Master's Hunter Jacket .1;Armadura;16;;;;Fletcher's;0,6
T6_ARMOR_LEATHER_SET2@2;Master's Hunter Jacket .2;Armadura;16;;;;Fletcher's;1,2
T6_ARMOR_LEATHER_SET2@3;Master's Hunter Jacket .3;Armadura;16;;;;Fletcher's;2,4
T6_ARMOR_LEATHER_SET2@4;Master's Hunter Jacket .4;Armadura;16;;;;Fletcher's;4,8
T7_ARMOR_LEATHER_SET2;Grandmaster's Hunter Jacket;Armadura;16;;;;Fletcher's;0,36
T7_ARMOR_LEATHER_SET2@1;Grandmaster's Hunter Jacket .1;Armadura;16;;;;Fletcher's;0,72
T7_ARMOR_LEATHER_SET2@2;Grandmaster's Hunter Jacket .2;Armadura;16;;;;Fletcher's;1,45
T7_ARMOR_LEATHER_SET2@3;Grandmaster's Hunter Jacket .3;Armadura;16;;;;Fletcher's;2,9
T7_ARMOR_LEATHER_SET2@4;Grandmaster's Hunter Jacket .4;Armadura;16;;;;Fletcher's;5,82
T8_ARMOR_LEATHER_SET2;Elder's Hunter Jacket;Armadura;16;;;;Fletcher's;0,38
T8_ARMOR_LEATHER_SET2@1;Elder's Hunter Jacket .1;Armadura;16;;;;Fletcher's;0,76
T8_ARMOR_LEATHER_SET2@2;Elder's Hunter Jacket .2;Armadura;16;;;;Fletcher's;1,52
T8_ARMOR_LEATHER_SET2@3;Elder's Hunter Jacket .3;Armadura;16;;;;Fletcher's;3,04
T8_ARMOR_LEATHER_SET2@4;Elder's Hunter Jacket .4;Armadura;16;;;;Fletcher's;6,08
T4_ARMOR_LEATHER_SET3;Adept's Assassin Jacket;Armadura;16;;;;Fletcher's;0,1
T4_ARMOR_LEATHER_SET3@1;Adept's Assassin Jacket .1;Armadura;16;;;;Fletcher's;0,2
T4_ARMOR_LEATHER_SET3@2;Adept's Assassin Jacket .2;Armadura;16;;;;Fletcher's;0,4
T4_ARMOR_LEATHER_SET3@3;Adept's Assassin Jacket .3;Armadura;16;;;;Fletcher's;0,8
T4_ARMOR_LEATHER_SET3@4;Adept's Assassin Jacket .4;Armadura;16;;;;Fletcher's;1,6
T5_ARMOR_LEATHER_SET3;Expert's Assassin Jacket;Armadura;16;;;;Fletcher's;0,2
T5_ARMOR_LEATHER_SET3@1;Expert's Assassin Jacket .1;Armadura;16;;;;Fletcher's;0,4
T5_ARMOR_LEATHER_SET3@2;Expert's Assassin Jacket .2;Armadura;16;;;;Fletcher's;0,8
T5_ARMOR_LEATHER_SET3@3;Expert's Assassin Jacket .3;Armadura;16;;;;Fletcher's;1,6
T5_ARMOR_LEATHER_SET3@4;Expert's Assassin Jacket .4;Armadura;16;;;;Fletcher's;3,2
T6_ARMOR_LEATHER_SET3;Master's Assassin Jacket;Armadura;16;;;;Fletcher's;0,3
T6_ARMOR_LEATHER_SET3@1;Master's Assassin Jacket .1;Armadura;16;;;;Fletcher's;0,6
T6_ARMOR_LEATHER_SET3@2;Master's Assassin Jacket .2;Armadura;16;;;;Fletcher's;1,2
T6_ARMOR_LEATHER_SET3@3;Master's Assassin Jacket .3;Armadura;16;;;;Fletcher's;2,4
T6_ARMOR_LEATHER_SET3@4;Master's Assassin Jacket .4;Armadura;16;;;;Fletcher's;4,8
T7_ARMOR_LEATHER_SET3;Grandmaster's Assassin Jacket;Armadura;16;;;;Fletcher's;0,36
T7_ARMOR_LEATHER_SET3@1;Grandmaster's Assassin Jacket .1;Armadura;16;;;;Fletcher's;0,72
T7_ARMOR_LEATHER_SET3@2;Grandmaster's Assassin Jacket .2;Armadura;16;;;;Fletcher's;1,45
T7_ARMOR_LEATHER_SET3@3;Grandmaster's Assassin Jacket .3;Armadura;16;;;;Fletcher's;2,9
T7_ARMOR_LEATHER_SET3@4;Grandmaster's Assassin Jacket .4;Armadura;16;;;;Fletcher's;5,82
T8_ARMOR_LEATHER_SET3;Elder's Assassin Jacket;Armadura;16;;;;Fletcher's;0,38
T8_ARMOR_LEATHER_SET3@1;Elder's Assassin Jacket .1;Armadura;16;;;;Fletcher's;0,76
T8_ARMOR_LEATHER_SET3@2;Elder's Assassin Jacket .2;Armadura;16;;;;Fletcher's;1,52
T8_ARMOR_LEATHER_SET3@3;Elder's Assassin Jacket .3;Armadura;16;;;;Fletcher's;3,04
T8_ARMOR_LEATHER_SET3@4;Elder's Assassin Jacket .4;Armadura;16;;;;Fletcher's;6,08
T4_SHOES_LEATHER_SET1;Adept's Mercenary Shoes;Armadura;8;;;;Fletcher's;0,05
T4_SHOES_LEATHER_SET1@1;Adept's Mercenary Shoes .1;Armadura;8;;;;Fletcher's;0,1
T4_SHOES_LEATHER_SET1@2;Adept's Mercenary Shoes .2;Armadura;8;;;;Fletcher's;0,2
T4_SHOES_LEATHER_SET1@3;Adept's Mercenary Shoes .3;Armadura;8;;;;Fletcher's;0,4
T4_SHOES_LEATHER_SET1@4;Adept's Mercenary Shoes .4;Armadura;8;;;;Fletcher's;0,8
T5_SHOES_LEATHER_SET1;Expert's Mercenary Shoes;Armadura;8;;;;Fletcher's;0,1
T5_SHOES_LEATHER_SET1@1;Expert's Mercenary Shoes .1;Armadura;8;;;;Fletcher's;0,2
T5_SHOES_LEATHER_SET1@2;Expert's Mercenary Shoes .2;Armadura;8;;;;Fletcher's;0,4
T5_SHOES_LEATHER_SET1@3;Expert's Mercenary Shoes .3;Armadura;8;;;;Fletcher's;0,8
T5_SHOES_LEATHER_SET1@4;Expert's Mercenary Shoes .4;Armadura;8;;;;Fletcher's;1,6
T6_SHOES_LEATHER_SET1;Master's Mercenary Shoes;Armadura;8;;;;Fletcher's;0,15
T6_SHOES_LEATHER_SET1@1;Master's Mercenary Shoes .1;Armadura;8;;;;Fletcher's;0,3
T6_SHOES_LEATHER_SET1@2;Master's Mercenary Shoes .2;Armadura;8;;;;Fletcher's;0,6
T6_SHOES_LEATHER_SET1@3;Master's Mercenary Shoes .3;Armadura;8;;;;Fletcher's;1,2
T6_SHOES_LEATHER_SET1@4;Master's Mercenary Shoes .4;Armadura;8;;;;Fletcher's;2,4
T7_SHOES_LEATHER_SET1;Grandmaster's Mercenary Shoes;Armadura;8;;;;Fletcher's;0,18
T7_SHOES_LEATHER_SET1@1;Grandmaster's Mercenary Shoes .1;Armadura;8;;;;Fletcher's;0,36
T7_SHOES_LEATHER_SET1@2;Grandmaster's Mercenary Shoes .2;Armadura;8;;;;Fletcher's;0,725
T7_SHOES_LEATHER_SET1@3;Grandmaster's Mercenary Shoes .3;Armadura;8;;;;Fletcher's;1,45
T7_SHOES_LEATHER_SET1@4;Grandmaster's Mercenary Shoes .4;Armadura;8;;;;Fletcher's;2,91
T8_SHOES_LEATHER_SET1;Elder's Mercenary Shoes;Armadura;8;;;;Fletcher's;0,19
T8_SHOES_LEATHER_SET1@1;Elder's Mercenary Shoes .1;Armadura;8;;;;Fletcher's;0,38
T8_SHOES_LEATHER_SET1@2;Elder's Mercenary Shoes .2;Armadura;8;;;;Fletcher's;0,76
T8_SHOES_LEATHER_SET1@3;Elder's Mercenary Shoes .3;Armadura;8;;;;Fletcher's;1,52
T8_SHOES_LEATHER_SET1@4;Elder's Mercenary Shoes .4;Armadura;8;;;;Fletcher's;3,04
T4_SHOES_LEATHER_SET2;Adept's Hunter Shoes;Armadura;8;;;;Fletcher's;0,05
T4_SHOES_LEATHER_SET2@1;Adept's Hunter Shoes .1;Armadura;8;;;;Fletcher's;0,1
T4_SHOES_LEATHER_SET2@2;Adept's Hunter Shoes .2;Armadura;8;;;;Fletcher's;0,2
T4_SHOES_LEATHER_SET2@3;Adept's Hunter Shoes .3;Armadura;8;;;;Fletcher's;0,4
T4_SHOES_LEATHER_SET2@4;Adept's Hunter Shoes .4;Armadura;8;;;;Fletcher's;0,8
T5_SHOES_LEATHER_SET2;Expert's Hunter Shoes;Armadura;8;;;;Fletcher's;0,1
T5_SHOES_LEATHER_SET2@1;Expert's Hunter Shoes .1;Armadura;8;;;;Fletcher's;0,2
T5_SHOES_LEATHER_SET2@2;Expert's Hunter Shoes .2;Armadura;8;;;;Fletcher's;0,4
T5_SHOES_LEATHER_SET2@3;Expert's Hunter Shoes .3;Armadura;8;;;;Fletcher's;0,8
T5_SHOES_LEATHER_SET2@4;Expert's Hunter Shoes .4;Armadura;8;;;;Fletcher's;1,6
T6_SHOES_LEATHER_SET2;Master's Hunter Shoes;Armadura;8;;;;Fletcher's;0,15
T6_SHOES_LEATHER_SET2@1;Master's Hunter Shoes .1;Armadura;8;;;;Fletcher's;0,3
T6_SHOES_LEATHER_SET2@2;Master's Hunter Shoes .2;Armadura;8;;;;Fletcher's;0,6
T6_SHOES_LEATHER_SET2@3;Master's Hunter Shoes .3;Armadura;8;;;;Fletcher's;1,2
T6_SHOES_LEATHER_SET2@4;Master's Hunter Shoes .4;Armadura;8;;;;Fletcher's;2,4
T7_SHOES_LEATHER_SET2;Grandmaster's Hunter Shoes;Armadura;8;;;;Fletcher's;0,18
T7_SHOES_LEATHER_SET2@1;Grandmaster's Hunter Shoes .1;Armadura;8;;;;Fletcher's;0,36
T7_SHOES_LEATHER_SET2@2;Grandmaster's Hunter Shoes .2;Armadura;8;;;;Fletcher's;0,725
T7_SHOES_LEATHER_SET2@3;Grandmaster's Hunter Shoes .3;Armadura;8;;;;Fletcher's;1,45
T7_SHOES_LEATHER_SET2@4;Grandmaster's Hunter Shoes .4;Armadura;8;;;;Fletcher's;2,91
T8_SHOES_LEATHER_SET2;Elder's Hunter Shoes;Armadura;8;;;;Fletcher's;0,19
T8_SHOES_LEATHER_SET2@1;Elder's Hunter Shoes .1;Armadura;8;;;;Fletcher's;0,38
T8_SHOES_LEATHER_SET2@2;Elder's Hunter Shoes .2;Armadura;8;;;;Fletcher's;0,76
T8_SHOES_LEATHER_SET2@3;Elder's Hunter Shoes .3;Armadura;8;;;;Fletcher's;1,52
T8_SHOES_LEATHER_SET2@4;Elder's Hunter Shoes .4;Armadura;8;;;;Fletcher's;3,04
T4_SHOES_LEATHER_SET3;Adept's Assassin Shoes;Armadura;8;;;;Fletcher's;0,05
T4_SHOES_LEATHER_SET3@1;Adept's Assassin Shoes .1;Armadura;8;;;;Fletcher's;0,1
T4_SHOES_LEATHER_SET3@2;Adept's Assassin Shoes .2;Armadura;8;;;;Fletcher's;0,2
T4_SHOES_LEATHER_SET3@3;Adept's Assassin Shoes .3;Armadura;8;;;;Fletcher's;0,4
T4_SHOES_LEATHER_SET3@4;Adept's Assassin Shoes .4;Armadura;8;;;;Fletcher's;0,8
T5_SHOES_LEATHER_SET3;Expert's Assassin Shoes;Armadura;8;;;;Fletcher's;0,1
T5_SHOES_LEATHER_SET3@1;Expert's Assassin Shoes .1;Armadura;8;;;;Fletcher's;0,2
T5_SHOES_LEATHER_SET3@2;Expert's Assassin Shoes .2;Armadura;8;;;;Fletcher's;0,4
T5_SHOES_LEATHER_SET3@3;Expert's Assassin Shoes .3;Armadura;8;;;;Fletcher's;0,8
T5_SHOES_LEATHER_SET3@4;Expert's Assassin Shoes .4;Armadura;8;;;;Fletcher's;1,6
T6_SHOES_LEATHER_SET3;Master's Assassin Shoes;Armadura;8;;;;Fletcher's;0,15
T6_SHOES_LEATHER_SET3@1;Master's Assassin Shoes .1;Armadura;8;;;;Fletcher's;0,3
T6_SHOES_LEATHER_SET3@2;Master's Assassin Shoes .2;Armadura;8;;;;Fletcher's;0,6
T6_SHOES_LEATHER_SET3@3;Master's Assassin Shoes .3;Armadura;8;;;;Fletcher's;1,2
T6_SHOES_LEATHER_SET3@4;Master's Assassin Shoes .4;Armadura;8;;;;Fletcher's;2,4
T7_SHOES_LEATHER_SET3;Grandmaster's Assassin Shoes;Armadura;8;;;;Fletcher's;0,18
T7_SHOES_LEATHER_SET3@1;Grandmaster's Assassin Shoes .1;Armadura;8;;;;Fletcher's;0,36
T7_SHOES_LEATHER_SET3@2;Grandmaster's Assassin Shoes .2;Armadura;8;;;;Fletcher's;0,725
