item_id,item_name,Categoria (preencha: Arma/Armadura/etc)
T4_CAPEITEM_MORGANA@3,Adept's Morgana Cape .3,etc
T4_CAPEITEM_MORGANA@4,Adept's Morgana Cape .4,etc
T5_CAPEITEM_MORGANA,Expert's Morgana Cape,etc
T5_CAPEITEM_MORGANA@1,Expert's Morgana Cape .1,etc
T5_CAPEITEM_MORGANA@2,Expert's Morgana Cape .2,etc
T5_CAPEITEM_MORGANA@3,Expert's Morgana Cape .3,etc
T5_CAPEITEM_MORGANA@4,Expert's Morgana Cape .4,etc
T6_CAPEITEM_MORGANA,Master's Morgana Cape,etc
T6_CAPEITEM_MORGANA@1,Master's Morgana Cape .1,etc
T6_CAPEITEM_MORGANA@2,Master's Morgana Cape .2,etc
T6_CAPEITEM_MORGANA@3,Master's Morgana Cape .3,etc
T6_CAPEITEM_MORGANA@4,Master's Morgana Cape .4,etc
T7_CAPEITEM_MORGANA,Grandmaster's Morgana Cape,etc
T7_CAPEITEM_MORGANA@1,Grandmaster's Morgana Cape .1,etc
T7_CAPEITEM_MORGANA@2,Grandmaster's Morgana Cape .2,etc
T7_CAPEITEM_MORGANA@3,Grandmaster's Morgana Cape .3,etc
T7_CAPEITEM_MORGANA@4,Grandmaster's Morgana Cape .4,etc
T8_CAPEITEM_MORGANA,Elder's Morgana Cape,etc
T8_CAPEITEM_MORGANA@1,Elder's Morgana Cape .1,etc
T8_CAPEITEM_MORGANA@2,Elder's Morgana Cape .2,etc
T8_CAPEITEM_MORGANA@3,Elder's Morgana Cape .3,etc
T8_CAPEITEM_MORGANA@4,Elder's Morgana Cape .4,etc
T4_CAPEITEM_DEMON,Adept's Demon Cape,etc
T4_CAPEITEM_DEMON@1,Adept's Demon Cape .1,etc
T4_CAPEITEM_DEMON@2,Adept's Demon Cape .2,etc
T4_CAPEITEM_DEMON@3,Adept's Demon Cape .3,etc
T4_CAPEITEM_DEMON@4,Adept's Demon Cape .4,etc
T5_CAPEITEM_DEMON,Expert's Demon Cape,etc
T5_CAPEITEM_DEMON@1,Expert's Demon Cape .1,etc
T5_CAPEITEM_DEMON@2,Expert's Demon Cape .2,etc
T5_CAPEITEM_DEMON@3,Expert's Demon Cape .3,etc
T5_CAPEITEM_DEMON@4,Expert's Demon Cape .4,etc
T6_CAPEITEM_DEMON,Master's Demon Cape,etc
T6_CAPEITEM_DEMON@1,Master's Demon Cape .1,etc
T6_CAPEITEM_DEMON@2,Master's Demon Cape .2,etc
T6_CAPEITEM_DEMON@3,Master's Demon Cape .3,etc
T6_CAPEITEM_DEMON@4,Master's Demon Cape .4,etc
T7_CAPEITEM_DEMON,Grandmaster's Demon Cape,etc
T7_CAPEITEM_DEMON@1,Grandmaster's Demon Cape .1,etc
T7_CAPEITEM_DEMON@2,Grandmaster's Demon Cape .2,etc
T7_CAPEITEM_DEMON@3,Grandmaster's Demon Cape .3,etc
T7_CAPEITEM_DEMON@4,Grandmaster's Demon Cape .4,etc
T8_CAPEITEM_DEMON,Elder's Demon Cape,etc
T8_CAPEITEM_DEMON@1,Elder's Demon Cape .1,etc
T8_CAPEITEM_DEMON@2,Elder's Demon Cape .2,etc
T8_CAPEITEM_DEMON@3,Elder's Demon Cape .3,etc
T8_CAPEITEM_DEMON@4,Elder's Demon Cape .4,etc
T4_HEAD_PLATE_SET1,Adept's Soldier Helmet,Armadura
T4_HEAD_PLATE_SET1@1,Adept's Soldier Helmet .1,Armadura
T4_HEAD_PLATE_SET1@2,Adept's Soldier Helmet .2,Armadura
T4_HEAD_PLATE_SET1@3,Adept's Soldier Helmet .3,Armadura
T4_HEAD_PLATE_SET1@4,Adept's Soldier Helmet .4,Armadura
T5_HEAD_PLATE_SET1,Expert's Soldier Helmet,Armadura
T5_HEAD_PLATE_SET1@1,Expert's Soldier Helmet .1,Armadura
T5_HEAD_PLATE_SET1@2,Expert's Soldier Helmet .2,Armadura
T5_HEAD_PLATE_SET1@3,Expert's Soldier Helmet .3,Armadura
T5_HEAD_PLATE_SET1@4,Expert's Soldier Helmet .4,Armadura
T6_HEAD_PLATE_SET1,Master's Soldier Helmet,Armadura
T6_HEAD_PLATE_SET1@1,Master's Soldier Helmet .1,Armadura
T6_HEAD_PLATE_SET1@2,Master's Soldier Helmet .2,Armadura
T6_HEAD_PLATE_SET1@3,Master's Soldier Helmet .3,Armadura
T6_HEAD_PLATE_SET1@4,Master's Soldier Helmet .4,Armadura
T7_HEAD_PLATE_SET1,Grandmaster's Soldier Helmet,Armadura
T7_HEAD_PLATE_SET1@1,Grandmaster's Soldier Helmet .1,Armadura
T7_HEAD_PLATE_SET1@2,Grandmaster's Soldier Helmet .2,Armadura
T7_HEAD_PLATE_SET1@3,Grandmaster's Soldier Helmet .3,Armadura
T7_HEAD_PLATE_SET1@4,Grandmaster's Soldier Helmet .4,Armadura
T8_HEAD_PLATE_SET1,Elder's Soldier Helmet,Armadura
T8_HEAD_PLATE_SET1@1,Elder's Soldier Helmet .1,Armadura
T8_HEAD_PLATE_SET1@2,Elder's Soldier Helmet .2,Armadura
T8_HEAD_PLATE_SET1@3,Elder's Soldier Helmet .3,Armadura
T8_HEAD_PLATE_SET1@4,Elder's Soldier Helmet .4,Armadura
T4_HEAD_PLATE_SET2,Adept's Knight Helmet,Armadura
T4_HEAD_PLATE_SET2@1,Adept's Knight Helmet .1,Armadura
T4_HEAD_PLATE_SET2@2,Adept's Knight Helmet .2,Armadura
T4_HEAD_PLATE_SET2@3,Adept's Knight Helmet .3,Armadura
T4_HEAD_PLATE_SET2@4,Adept's Knight Helmet .4,Armadura
T5_HEAD_PLATE_SET2,Expert's Knight Helmet,Armadura
T5_HEAD_PLATE_SET2@1,Expert's Knight Helmet .1,Armadura
T5_HEAD_PLATE_SET2@2,Expert's Knight Helmet .2,Armadura
T5_HEAD_PLATE_SET2@3,Expert's Knight Helmet .3,Armadura
T5_HEAD_PLATE_SET2@4,Expert's Knight Helmet .4,Armadura
T6_HEAD_PLATE_SET2,Master's Knight Helmet,Armadura
T6_HEAD_PLATE_SET2@1,Master's Knight Helmet .1,Armadura
T6_HEAD_PLATE_SET2@2,Master's Knight Helmet .2,Armadura
T6_HEAD_PLATE_SET2@3,Master's Knight Helmet .3,Armadura
T6_HEAD_PLATE_SET2@4,Master's Knight Helmet .4,Armadura
T7_HEAD_PLATE_SET2,Grandmaster's Knight Helmet,Armadura
T7_HEAD_PLATE_SET2@1,Grandmaster's Knight Helmet .1,Armadura
T7_HEAD_PLATE_SET2@2,Grandmaster's Knight Helmet .2,Armadura
T7_HEAD_PLATE_SET2@3,Grandmaster's Knight Helmet .3,Armadura
T7_HEAD_PLATE_SET2@4,Grandmaster's Knight Helmet .4,Armadura
T8_HEAD_PLATE_SET2,Elder's Knight Helmet,Armadura
T8_HEAD_PLATE_SET2@1,Elder's Knight Helmet .1,Armadura
T8_HEAD_PLATE_SET2@2,Elder's Knight Helmet .2,Armadura
T8_HEAD_PLATE_SET2@3,Elder's Knight Helmet .3,Armadura
T8_HEAD_PLATE_SET2@4,Elder's Knight Helmet .4,Armadura
T4_HEAD_PLATE_SET3,Adept's Guardian Helmet,Armadura
T4_HEAD_PLATE_SET3@1,Adept's Guardian Helmet .1,Armadura
T4_HEAD_PLATE_SET3@2,Adept's Guardian Helmet .2,Armadura
T4_HEAD_PLATE_SET3@3,Adept's Guardian Helmet .3,Armadura
T4_HEAD_PLATE_SET3@4,Adept's Guardian Helmet .4,Armadura
T5_HEAD_PLATE_SET3,Expert's Guardian Helmet,Armadura
T5_HEAD_PLATE_SET3@1,Expert's Guardian Helmet .1,Armadura
T5_HEAD_PLATE_SET3@2,Expert's Guardian Helmet .2,Armadura
T5_HEAD_PLATE_SET3@3,Expert's Guardian Helmet .3,Armadura
T5_HEAD_PLATE_SET3@4,Expert's Guardian Helmet .4,Armadura
T6_HEAD_PLATE_SET3,Master's Guardian Helmet,Armadura
T6_HEAD_PLATE_SET3@1,Master's Guardian Helmet .1,Armadura
T6_HEAD_PLATE_SET3@2,Master's Guardian Helmet .2,Armadura
T6_HEAD_PLATE_SET3@3,Master's Guardian Helmet .3,Armadura
T6_HEAD_PLATE_SET3@4,Master's Guardian Helmet .4,Armadura
T7_HEAD_PLATE_SET3,Grandmaster's Guardian Helmet,Armadura
T7_HEAD_PLATE_SET3@1,Grandmaster's Guardian Helmet .1,Armadura
T7_HEAD_PLATE_SET3@2,Grandmaster's Guardian Helmet .2,Armadura
T7_HEAD_PLATE_SET3@3,Grandmaster's Guardian Helmet .3,Armadura
T7_HEAD_PLATE_SET3@4,Grandmaster's Guardian Helmet .4,Armadura
T8_HEAD_PLATE_SET3,Elder's Guardian Helmet,Armadura
T8_HEAD_PLATE_SET3@1,Elder's Guardian Helmet .1,Armadura
T8_HEAD_PLATE_SET3@2,Elder's Guardian Helmet .2,Armadura
T8_HEAD_PLATE_SET3@3,Elder's Guardian Helmet .3,Armadura
T8_HEAD_PLATE_SET3@4,Elder's Guardian Helmet .4,Armadura
T4_ARMOR_PLATE_SET1,Adept's Soldier Armor,Armadura
T4_ARMOR_PLATE_SET1@1,Adept's Soldier Armor .1,Armadura
T4_ARMOR_PLATE_SET1@2,Adept's Soldier Armor .2,Armadura
T4_ARMOR_PLATE_SET1@3,Adept's Soldier Armor .3,Armadura
T4_ARMOR_PLATE_SET1@4,Adept's Soldier Armor .4,Armadura
T5_ARMOR_PLATE_SET1,Expert's Soldier Armor,Armadura
T5_ARMOR_PLATE_SET1@1,Expert's Soldier Armor .1,Armadura
T5_ARMOR_PLATE_SET1@2,Expert's Soldier Armor .2,Armadura
T5_ARMOR_PLATE_SET1@3,Expert's Soldier Armor .3,Armadura
T5_ARMOR_PLATE_SET1@4,Expert's Soldier Armor .4,Armadura
T6_ARMOR_PLATE_SET1,Master's Soldier Armor,Armadura
T6_ARMOR_PLATE_SET1@1,Master's Soldier Armor .1,Armadura
T6_ARMOR_PLATE_SET1@2,Master's Soldier Armor .2,Armadura
T6_ARMOR_PLATE_SET1@3,Master's Soldier Armor .3,Armadura
T6_ARMOR_PLATE_SET1@4,Master's Soldier Armor .4,Armadura
T7_ARMOR_PLATE_SET1,Grandmaster's Soldier Armor,Armadura
T7_ARMOR_PLATE_SET1@1,Grandmaster's Soldier Armor .1,Armadura
T7_ARMOR_PLATE_SET1@2,Grandmaster's Soldier Armor .2,Armadura
T7_ARMOR_PLATE_SET1@3,Grandmaster's Soldier Armor .3,Armadura
T7_ARMOR_PLATE_SET1@4,Grandmaster's Soldier Armor .4,Armadura
T8_ARMOR_PLATE_SET1,Elder's Soldier Armor,Armadura
T8_ARMOR_PLATE_SET1@1,Elder's Soldier Armor .1,Armadura
T8_ARMOR_PLATE_SET1@2,Elder's Soldier Armor .2,Armadura
T8_ARMOR_PLATE_SET1@3,Elder's Soldier Armor .3,Armadura
T8_ARMOR_PLATE_SET1@4,Elder's Soldier Armor .4,Armadura
T4_ARMOR_PLATE_SET2,Adept's Knight Armor,Armadura
T4_ARMOR_PLATE_SET2@1,Adept's Knight Armor .1,Armadura
T4_ARMOR_PLATE_SET2@2,Adept's Knight Armor .2,Armadura
T4_ARMOR_PLATE_SET2@3,Adept's Knight Armor .3,Armadura
T4_ARMOR_PLATE_SET2@4,Adept's Knight Armor .4,Armadura
T5_ARMOR_PLATE_SET2,Expert's Knight Armor,Armadura
T5_ARMOR_PLATE_SET2@1,Expert's Knight Armor .1,Armadura
T5_ARMOR_PLATE_SET2@2,Expert's Knight Armor .2,Armadura
T5_ARMOR_PLATE_SET2@3,Expert's Knight Armor .3,Armadura
T5_ARMOR_PLATE_SET2@4,Expert's Knight Armor .4,Armadura
T6_ARMOR_PLATE_SET2,Master's Knight Armor,Armadura
T6_ARMOR_PLATE_SET2@1,Master's Knight Armor .1,Armadura
T6_ARMOR_PLATE_SET2@2,Master's Knight Armor .2,Armadura
T6_ARMOR_PLATE_SET2@3,Master's Knight Armor .3,Armadura
T6_ARMOR_PLATE_SET2@4,Master's Knight Armor .4,Armadura
T7_ARMOR_PLATE_SET2,Grandmaster's Knight Armor,Armadura
T7_ARMOR_PLATE_SET2@1,Grandmaster's Knight Armor .1,Armadura
T7_ARMOR_PLATE_SET2@2,Grandmaster's Knight Armor .2,Armadura
T7_ARMOR_PLATE_SET2@3,Grandmaster's Knight Armor .3,Armadura
T7_ARMOR_PLATE_SET2@4,Grandmaster's Knight Armor .4,Armadura
T8_ARMOR_PLATE_SET2,Elder's Knight Armor,Armadura
T8_ARMOR_PLATE_SET2@1,Elder's Knight Armor .1,Armadura
T8_ARMOR_PLATE_SET2@2,Elder's Knight Armor .2,Armadura
T8_ARMOR_PLATE_SET2@3,Elder's Knight Armor .3,Armadura
T8_ARMOR_PLATE_SET2@4,Elder's Knight Armor .4,Armadura
T4_ARMOR_PLATE_SET3,Adept's Guardian Armor,Armadura
T4_ARMOR_PLATE_SET3@1,Adept's Guardian Armor .1,Armadura
T4_ARMOR_PLATE_SET3@2,Adept's Guardian Armor .2,Armadura
T4_ARMOR_PLATE_SET3@3,Adept's Guardian Armor .3,Armadura
T4_ARMOR_PLATE_SET3@4,Adept's Guardian Armor .4,Armadura
T5_ARMOR_PLATE_SET3,Expert's Guardian Armor,Armadura
T5_ARMOR_PLATE_SET3@1,Expert's Guardian Armor .1,Armadura
T5_ARMOR_PLATE_SET3@2,Expert's Guardian Armor .2,Armadura
T5_ARMOR_PLATE_SET3@3,Expert's Guardian Armor .3,Armadura
T5_ARMOR_PLATE_SET3@4,Expert's Guardian Armor .4,Armadura
T6_ARMOR_PLATE_SET3,Master's Guardian Armor,Armadura
T6_ARMOR_PLATE_SET3@1,Master's Guardian Armor .1,Armadura
T6_ARMOR_PLATE_SET3@2,Master's Guardian Armor .2,Armadura
T6_ARMOR_PLATE_SET3@3,Master's Guardian Armor .3,Armadura
T6_ARMOR_PLATE_SET3@4,Master's Guardian Armor .4,Armadura
T7_ARMOR_PLATE_SET3,Grandmaster's Guardian Armor,Armadura
T7_ARMOR_PLATE_SET3@1,Grandmaster's Guardian Armor .1,Armadura
T7_ARMOR_PLATE_SET3@2,Grandmaster's Guardian Armor .2,Armadura
T7_ARMOR_PLATE_SET3@3,Grandmaster's Guardian Armor .3,Armadura
T7_ARMOR_PLATE_SET3@4,Grandmaster's Guardian Armor .4,Armadura
T8_ARMOR_PLATE_SET3,Elder's Guardian Armor,Armadura
T8_ARMOR_PLATE_SET3@1,Elder's Guardian Armor .1,Armadura
T8_ARMOR_PLATE_SET3@2,Elder's Guardian Armor .2,Armadura
T8_ARMOR_PLATE_SET3@3,Elder's Guardian Armor .3,Armadura
T8_ARMOR_PLATE_SET3@4,Elder's Guardian Armor .4,Armadura
T4_SHOES_PLATE_SET1,Adept's Soldier Boots,Armadura
T4_SHOES_PLATE_SET1@1,Adept's Soldier Boots .1,Armadura
T4_SHOES_PLATE_SET1@2,Adept's Soldier Boots .2,Armadura
T4_SHOES_PLATE_SET1@3,Adept's Soldier Boots .3,Armadura
T4_SHOES_PLATE_SET1@4,Adept's Soldier Boots .4,Armadura
T5_SHOES_PLATE_SET1,Expert's Soldier Boots,Armadura
T5_SHOES_PLATE_SET1@1,Expert's Soldier Boots .1,Armadura
T5_SHOES_PLATE_SET1@2,Expert's Soldier Boots .2,Armadura
T5_SHOES_PLATE_SET1@3,Expert's Soldier Boots .3,Armadura
T5_SHOES_PLATE_SET1@4,Expert's Soldier Boots .4,Armadura
T6_SHOES_PLATE_SET1,Master's Soldier Boots,Armadura
T6_SHOES_PLATE_SET1@1,Master's Soldier Boots .1,Armadura
T6_SHOES_PLATE_SET1@2,Master's Soldier Boots .2,Armadura
T6_SHOES_PLATE_SET1@3,Master's Soldier Boots .3,Armadura
T6_SHOES_PLATE_SET1@4,Master's Soldier Boots .4,Armadura
T7_SHOES_PLATE_SET1,Grandmaster's Soldier Boots,Armadura
T7_SHOES_PLATE_SET1@1,Grandmaster's Soldier Boots .1,Armadura
T7_SHOES_PLATE_SET1@2,Grandmaster's Soldier Boots .2,Armadura
T7_SHOES_PLATE_SET1@3,Grandmaster's Soldier Boots .3,Armadura
T7_SHOES_PLATE_SET1@4,Grandmaster's Soldier Boots .4,Armadura
T8_SHOES_PLATE_SET1,Elder's Soldier Boots,Armadura
T8_SHOES_PLATE_SET1@1,Elder's Soldier Boots .1,Armadura
T8_SHOES_PLATE_SET1@2,Elder's Soldier Boots .2,Armadura
T8_SHOES_PLATE_SET1@3,Elder's Soldier Boots .3,Armadura
T8_SHOES_PLATE_SET1@4,Elder's Soldier Boots .4,Armadura
T4_SHOES_PLATE_SET2,Adept's Knight Boots,Armadura
T4_SHOES_PLATE_SET2@1,Adept's Knight Boots .1,Armadura
T4_SHOES_PLATE_SET2@2,Adept's Knight Boots .2,Armadura
T4_SHOES_PLATE_SET2@3,Adept's Knight Boots .3,Armadura
T4_SHOES_PLATE_SET2@4,Adept's Knight Boots .4,Armadura
T5_SHOES_PLATE_SET2,Expert's Knight Boots,Armadura
T5_SHOES_PLATE_SET2@1,Expert's Knight Boots .1,Armadura
T5_SHOES_PLATE_SET2@2,Expert's Knight Boots .2,Armadura
T5_SHOES_PLATE_SET2@3,Expert's Knight Boots .3,Armadura
T5_SHOES_PLATE_SET2@4,Expert's Knight Boots .4,Armadura
T6_SHOES_PLATE_SET2,Master's Knight Boots,Armadura
T6_SHOES_PLATE_SET2@1,Master's Knight Boots .1,Armadura
T6_SHOES_PLATE_SET2@2,Master's Knight Boots .2,Armadura
T6_SHOES_PLATE_SET2@3,Master's Knight Boots .3,Armadura
T6_SHOES_PLATE_SET2@4,Master's Knight Boots .4,Armadura
T7_SHOES_PLATE_SET2,Grandmaster's Knight Boots,Armadura
T7_SHOES_PLATE_SET2@1,Grandmaster's Knight Boots .1,Armadura
T7_SHOES_PLATE_SET2@2,Grandmaster's Knight Boots .2,Armadura
T7_SHOES_PLATE_SET2@3,Grandmaster's Knight Boots .3,Armadura
T7_SHOES_PLATE_SET2@4,Grandmaster's Knight Boots .4,Armadura
T8_SHOES_PLATE_SET2,Elder's Knight Boots,Armadura
T8_SHOES_PLATE_SET2@1,Elder's Knight Boots .1,Armadura
T8_SHOES_PLATE_SET2@2,Elder's Knight Boots .2,Armadura
T8_SHOES_PLATE_SET2@3,Elder's Knight Boots .3,Armadura
T8_SHOES_PLATE_SET2@4,Elder's Knight Boots .4,Armadura
T4_SHOES_PLATE_SET3,Adept's Guardian Boots,Armadura
T4_SHOES_PLATE_SET3@1,Adept's Guardian Boots .1,Armadura
T4_SHOES_PLATE_SET3@2,Adept's Guardian Boots .2,Armadura
T4_SHOES_PLATE_SET3@3,Adept's Guardian Boots .3,Armadura
T4_SHOES_PLATE_SET3@4,Adept's Guardian Boots .4,Armadura
T5_SHOES_PLATE_SET3,Expert's Guardian Boots,Armadura
T5_SHOES_PLATE_SET3@1,Expert's Guardian Boots .1,Armadura
T5_SHOES_PLATE_SET3@2,Expert's Guardian Boots .2,Armadura
T5_SHOES_PLATE_SET3@3,Expert's Guardian Boots .3,Armadura
T5_SHOES_PLATE_SET3@4,Expert's Guardian Boots .4,Armadura
T6_SHOES_PLATE_SET3,Master's Guardian Boots,Armadura
T6_SHOES_PLATE_SET3@1,Master's Guardian Boots .1,Armadura
T6_SHOES_PLATE_SET3@2,Master's Guardian Boots .2,Armadura
T6_SHOES_PLATE_SET3@3,Master's Guardian Boots .3,Armadura
T6_SHOES_PLATE_SET3@4,Master's Guardian Boots .4,Armadura
T7_SHOES_PLATE_SET3,Grandmaster's Guardian Boots,Armadura
T7_SHOES_PLATE_SET3@1,Grandmaster's Guardian Boots .1,Armadura
T7_SHOES_PLATE_SET3@2,Grandmaster's Guardian Boots .2,Armadura
T7_SHOES_PLATE_SET3@3,Grandmaster's Guardian Boots .3,Armadura
T7_SHOES_PLATE_SET3@4,Grandmaster's Guardian Boots .4,Armadura
T8_SHOES_PLATE_SET3,Elder's Guardian Boots,Armadura
T8_SHOES_PLATE_SET3@1,Elder's Guardian Boots .1,Armadura
T8_SHOES_PLATE_SET3@2,Elder's Guardian Boots .2,Armadura
T8_SHOES_PLATE_SET3@3,Elder's Guardian Boots .3,Armadura
T8_SHOES_PLATE_SET3@4,Elder's Guardian Boots .4,Armadura
T4_HEAD_LEATHER_SET1,Adept's Mercenary Hood,Armadura
T4_HEAD_LEATHER_SET1@1,Adept's Mercenary Hood .1,Armadura
T4_HEAD_LEATHER_SET1@2,Adept's Mercenary Hood .2,Armadura
T4_HEAD_LEATHER_SET1@3,Adept's Mercenary Hood .3,Armadura
T4_HEAD_LEATHER_SET1@4,Adept's Mercenary Hood .4,Armadura
T5_HEAD_LEATHER_SET1,Expert's Mercenary Hood,Armadura
T5_HEAD_LEATHER_SET1@1,Expert's Mercenary Hood .1,Armadura
T5_HEAD_LEATHER_SET1@2,Expert's Mercenary Hood .2,Armadura
T5_HEAD_LEATHER_SET1@3,Expert's Mercenary Hood .3,Armadura
T5_HEAD_LEATHER_SET1@4,Expert's Mercenary Hood .4,Armadura
T6_HEAD_LEATHER_SET1,Master's Mercenary Hood,Armadura
T6_HEAD_LEATHER_SET1@1,Master's Mercenary Hood .1,Armadura
T6_HEAD_LEATHER_SET1@2,Master's Mercenary Hood .2,Armadura
T6_HEAD_LEATHER_SET1@3,Master's Mercenary Hood .3,Armadura
T6_HEAD_LEATHER_SET1@4,Master's Mercenary Hood .4,Armadura
T7_HEAD_LEATHER_SET1,Grandmaster's Mercenary Hood,Armadura
T7_HEAD_LEATHER_SET1@1,Grandmaster's Mercenary Hood .1,Armadura
T7_HEAD_LEATHER_SET1@2,Grandmaster's Mercenary Hood .2,Armadura
T7_HEAD_LEATHER_SET1@3,Grandmaster's Mercenary Hood .3,Armadura
T7_HEAD_LEATHER_SET1@4,Grandmaster's Mercenary Hood .4,Armadura
T8_HEAD_LEATHER_SET1,Elder's Mercenary Hood,Armadura
T8_HEAD_LEATHER_SET1@1,Elder's Mercenary Hood .1,Armadura
T8_HEAD_LEATHER_SET1@2,Elder's Mercenary Hood .2,Armadura
T8_HEAD_LEATHER_SET1@3,Elder's Mercenary Hood .3,Armadura
T8_HEAD_LEATHER_SET1@4,Elder's Mercenary Hood .4,Armadura
T4_HEAD_LEATHER_SET2,Adept's Hunter Hood,Armadura
T4_HEAD_LEATHER_SET2@1,Adept's Hunter Hood .1,Armadura
T4_HEAD_LEATHER_SET2@2,Adept's Hunter Hood .2,Armadura
T4_HEAD_LEATHER_SET2@3,Adept's Hunter Hood .3,Armadura
T4_HEAD_LEATHER_SET2@4,Adept's Hunter Hood .4,Armadura
T5_HEAD_LEATHER_SET2,Expert's Hunter Hood,Armadura
T5_HEAD_LEATHER_SET2@1,Expert's Hunter Hood .1,Armadura
T5_HEAD_LEATHER_SET2@2,Expert's Hunter Hood .2,Armadura
T5_HEAD_LEATHER_SET2@3,Expert's Hunter Hood .3,Armadura
T5_HEAD_LEATHER_SET2@4,Expert's Hunter Hood .4,Armadura
T6_HEAD_LEATHER_SET2,Master's Hunter Hood,Armadura
T6_HEAD_LEATHER_SET2@1,Master's Hunter Hood .1,Armadura
T6_HEAD_LEATHER_SET2@2,Master's Hunter Hood .2,Armadura
T6_HEAD_LEATHER_SET2@3,Master's Hunter Hood .3,Armadura
T6_HEAD_LEATHER_SET2@4,Master's Hunter Hood .4,Armadura
T7_HEAD_LEATHER_SET2,Grandmaster's Hunter Hood,Armadura
T7_HEAD_LEATHER_SET2@1,Grandmaster's Hunter Hood .1,Armadura
T7_HEAD_LEATHER_SET2@2,Grandmaster's Hunter Hood .2,Armadura
T7_HEAD_LEATHER_SET2@3,Grandmaster's Hunter Hood .3,Armadura
T7_HEAD_LEATHER_SET2@4,Grandmaster's Hunter Hood .4,Armadura
T8_HEAD_LEATHER_SET2,Elder's Hunter Hood,Armadura
T8_HEAD_LEATHER_SET2@1,Elder's Hunter Hood .1,Armadura
T8_HEAD_LEATHER_SET2@2,Elder's Hunter Hood .2,Armadura
T8_HEAD_LEATHER_SET2@3,Elder's Hunter Hood .3,Armadura
T8_HEAD_LEATHER_SET2@4,Elder's Hunter Hood .4,Armadura
T4_HEAD_LEATHER_SET3,Adept's Assassin Hood,Armadura
T4_HEAD_LEATHER_SET3@1,Adept's Assassin Hood .1,Armadura
T4_HEAD_LEATHER_SET3@2,Adept's Assassin Hood .2,Armadura
T4_HEAD_LEATHER_SET3@3,Adept's Assassin Hood .3,Armadura
T4_HEAD_LEATHER_SET3@4,Adept's Assassin Hood .4,Armadura
T5_HEAD_LEATHER_SET3,Expert's Assassin Hood,Armadura
T5_HEAD_LEATHER_SET3@1,Expert's Assassin Hood .1,Armadura
T5_HEAD_LEATHER_SET3@2,Expert's Assassin Hood .2,Armadura
T5_HEAD_LEATHER_SET3@3,Expert's Assassin Hood .3,Armadura
T5_HEAD_LEATHER_SET3@4,Expert's Assassin Hood .4,Armadura
T6_HEAD_LEATHER_SET3,Master's Assassin Hood,Armadura
T6_HEAD_LEATHER_SET3@1,Master's Assassin Hood .1,Armadura
T6_HEAD_LEATHER_SET3@2,Master's Assassin Hood .2,Armadura
T6_HEAD_LEATHER_SET3@3,Master's Assassin Hood .3,Armadura
T6_HEAD_LEATHER_SET3@4,Master's Assassin Hood .4,Armadura
T7_HEAD_LEATHER_SET3,Grandmaster's Assassin Hood,Armadura
T7_HEAD_LEATHER_SET3@1,Grandmaster's Assassin Hood .1,Armadura
T7_HEAD_LEATHER_SET3@2,Grandmaster's Assassin Hood .2,Armadura
T7_HEAD_LEATHER_SET3@3,Grandmaster's Assassin Hood .3,Armadura
T7_HEAD_LEATHER_SET3@4,Grandmaster's Assassin Hood .4,Armadura
T8_HEAD_LEATHER_SET3,Elder's Assassin Hood,Armadura
T8_HEAD_LEATHER_SET3@1,Elder's Assassin Hood .1,Armadura
T8_HEAD_LEATHER_SET3@2,Elder's Assassin Hood .2,Armadura
T8_HEAD_LEATHER_SET3@3,Elder's Assassin Hood .3,Armadura
T8_HEAD_LEATHER_SET3@4,Elder's Assassin Hood .4,Armadura
T4_ARMOR_LEATHER_SET1,Adept's Mercenary Jacket,Armadura
T4_ARMOR_LEATHER_SET1@1,Adept's Mercenary Jacket .1,Armadura
T4_ARMOR_LEATHER_SET1@2,Adept's Mercenary Jacket .2,Armadura
T4_ARMOR_LEATHER_SET1@3,Adept's Mercenary Jacket .3,Armadura
T4_ARMOR_LEATHER_SET1@4,Adept's Mercenary Jacket .4,Armadura
T5_ARMOR_LEATHER_SET1,Expert's Mercenary Jacket,Armadura
T5_ARMOR_LEATHER_SET1@1,Expert's Mercenary Jacket .1,Armadura
T5_ARMOR_LEATHER_SET1@2,Expert's Mercenary Jacket .2,Armadura
T5_ARMOR_LEATHER_SET1@3,Expert's Mercenary Jacket .3,Armadura
T5_ARMOR_LEATHER_SET1@4,Expert's Mercenary Jacket .4,Armadura
T6_ARMOR_LEATHER_SET1,Master's Mercenary Jacket,Armadura
T6_ARMOR_LEATHER_SET1@1,Master's Mercenary Jacket .1,Armadura
T6_ARMOR_LEATHER_SET1@2,Master's Mercenary Jacket .2,Armadura
T6_ARMOR_LEATHER_SET1@3,Master's Mercenary Jacket .3,Armadura
T6_ARMOR_LEATHER_SET1@4,Master's Mercenary Jacket .4,Armadura
T7_ARMOR_LEATHER_SET1,Grandmaster's Mercenary Jacket,Armadura
T7_ARMOR_LEATHER_SET1@1,Grandmaster's Mercenary Jacket .1,Armadura
T7_ARMOR_LEATHER_SET1@2,Grandmaster's Mercenary Jacket .2,Armadura
T7_ARMOR_LEATHER_SET1@3,Grandmaster's Mercenary Jacket .3,Armadura
T7_ARMOR_LEATHER_SET1@4,Grandmaster's Mercenary Jacket .4,Armadura
T8_ARMOR_LEATHER_SET1,Elder's Mercenary Jacket,Armadura
